,Player,Type,Date,Age,Tm,HomeAway,Opp,GS,MP,PTS,FG,FGpct,FGA,FT,FTpct,FTA,3P,3Ppct,3PA,AST,ORB,DRB,TRB,BLK,STL,TOV,+/-,GmSc,PF,3X2X,2X2X,FP
0,Pau Gasol,3,2015-10-27,35.31,CHI,1,CLE,1,31.55,2.0,1.0,0.143,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,6.0,1.0,0.0,-8.0,2.9,1.0,0,0,18.5
1,Pau Gasol,3,2015-10-28,35.312,CHI,0,BRK,1,30.23,16.0,7.0,0.636,11.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,8.0,9.0,1.0,0.0,3.0,23.0,13.2,2.0,0,0,32.25
2,Pau Gasol,3,2015-10-30,35.318,CHI,0,DET,1,32.05,16.0,7.0,0.5,14.0,2.0,1.0,2.0,0.0,0.0,1.0,3.0,3.0,9.0,12.0,3.0,2.0,3.0,-16.0,15.4,4.0,0,1,45.5
3,Pau Gasol,3,2015-11-01,35.323,CHI,1,ORL,1,23.78,16.0,7.0,0.5,14.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,5.0,8.0,1.0,1.0,1.0,8.0,13.6,1.0,0,0,31.0
4,Pau Gasol,3,2015-11-03,35.329,CHI,0,CHO,1,23.47,13.0,6.0,0.545,11.0,1.0,0.5,2.0,0.0,0.0,1.0,3.0,1.0,7.0,8.0,0.0,0.0,0.0,-6.0,12.2,0.0,0,0,27.5
5,Pau Gasol,3,2015-11-05,35.334,CHI,1,OKC,1,31.95,11.0,5.0,0.417,12.0,1.0,0.25,4.0,0.0,0.0,0.0,2.0,3.0,7.0,10.0,1.0,1.0,0.0,-6.0,10.3,1.0,0,1,32.0
6,Pau Gasol,3,2015-11-07,35.34,CHI,1,MIN,1,39.6,21.0,8.0,0.421,19.0,5.0,0.833,6.0,0.0,0.0,0.0,2.0,3.0,11.0,14.0,1.0,2.0,1.0,-9.0,17.8,3.0,0,1,48.5
7,Pau Gasol,3,2015-11-09,35.345,CHI,0,PHI,1,29.65,16.0,7.0,0.412,17.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,8.0,9.0,6.0,0.0,1.0,25.0,12.7,3.0,0,0,40.25
8,Pau Gasol,3,2015-11-13,35.356,CHI,1,CHO,1,27.52,19.0,7.0,0.538,13.0,5.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,13.0,13.0,2.0,0.0,2.0,-7.0,17.7,1.0,0,1,44.25
9,Pau Gasol,3,2015-11-16,35.364,CHI,1,IND,1,26.93,5.0,2.0,0.182,11.0,1.0,0.333,3.0,0.0,0.0,1.0,3.0,3.0,10.0,13.0,1.0,0.0,1.0,3.0,3.8,1.0,0,0,27.25
10,Pau Gasol,3,2015-11-18,35.37,CHI,0,PHO,1,27.87,17.0,7.0,0.538,13.0,3.0,0.75,4.0,0.0,0.0,0.0,1.0,2.0,6.0,8.0,1.0,2.0,3.0,1.0,13.5,1.0,0,0,33.0
11,Pau Gasol,3,2015-11-20,35.375,CHI,0,GSW,1,26.67,14.0,6.0,0.5,12.0,2.0,1.0,2.0,0.0,0.0,0.0,5.0,2.0,8.0,10.0,1.0,1.0,2.0,0.0,13.8,3.0,0,1,38.5
12,Pau Gasol,3,2015-11-24,35.386,CHI,0,POR,1,28.6,12.0,5.0,0.333,15.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,12.0,14.0,1.0,0.0,0.0,0.0,8.8,1.0,0,1,33.0
13,Pau Gasol,3,2015-11-27,35.395,CHI,0,IND,1,27.08,9.0,4.0,0.25,16.0,1.0,0.5,2.0,0.0,0.0,1.0,4.0,3.0,8.0,11.0,0.0,0.0,1.0,-9.0,3.7,4.0,0,0,28.25
14,Pau Gasol,3,2015-11-30,35.403,CHI,1,SAS,1,29.6,18.0,6.0,0.333,18.0,6.0,0.75,8.0,0.0,0.0,0.0,4.0,4.0,9.0,13.0,3.0,1.0,1.0,-7.0,16.6,2.0,0,1,49.25
15,Pau Gasol,3,2015-12-02,35.408,CHI,1,DEN,1,36.4,26.0,12.0,0.632,19.0,2.0,0.5,4.0,0.0,0.0,0.0,3.0,2.0,17.0,19.0,4.0,0.0,3.0,18.0,24.3,2.0,0,1,62.25
16,Pau Gasol,3,2015-12-05,35.416,CHI,1,CHO,1,25.92,13.0,6.0,0.429,14.0,1.0,0.5,2.0,0.0,0.0,0.0,4.0,2.0,9.0,11.0,4.0,0.0,1.0,-6.0,12.3,4.0,0,1,41.75
17,Pau Gasol,3,2015-12-07,35.422,CHI,1,PHO,1,25.45,22.0,7.0,0.538,13.0,7.0,0.875,8.0,1.0,1.0,1.0,6.0,4.0,6.0,10.0,3.0,2.0,3.0,0.0,24.4,2.0,0,1,54.0
18,Pau Gasol,3,2015-12-09,35.427,CHI,0,BOS,1,33.23,16.0,7.0,0.412,17.0,2.0,0.667,3.0,0.0,0.0,1.0,4.0,5.0,10.0,15.0,2.0,1.0,4.0,11.0,13.0,3.0,0,1,46.25
19,Pau Gasol,3,2015-12-10,35.43,CHI,1,LAC,1,32.82,24.0,10.0,0.526,19.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,6.0,6.0,2.0,2.0,1.0,7.0,18.1,2.0,0,0,40.5
20,Pau Gasol,3,2015-12-12,35.436,CHI,1,NOP,1,31.18,18.0,6.0,0.4,15.0,6.0,0.75,8.0,0.0,0.0,1.0,2.0,2.0,9.0,11.0,0.0,0.0,3.0,3.0,10.8,2.0,0,1,34.75
21,Pau Gasol,3,2015-12-14,35.441,CHI,1,PHI,1,25.48,13.0,5.0,0.714,7.0,3.0,1.0,3.0,0.0,0.0,0.0,6.0,0.0,7.0,7.0,2.0,0.0,1.0,13.0,16.4,1.0,0,0,34.25
22,Pau Gasol,3,2015-12-16,35.447,CHI,1,MEM,1,33.42,10.0,3.0,0.5,6.0,4.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,13.0,14.0,2.0,0.0,2.0,5.0,12.0,1.0,0,1,35.0
23,Pau Gasol,3,2015-12-18,35.452,CHI,1,DET,1,48.05,30.0,10.0,0.435,23.0,10.0,0.833,12.0,0.0,0.0,1.0,5.0,6.0,9.0,15.0,5.0,0.0,1.0,9.0,28.0,5.0,0,1,67.25
24,Pau Gasol,3,2015-12-19,35.455,CHI,1,NYK,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
25,Pau Gasol,3,2015-12-21,35.46,CHI,1,BRK,1,32.98,20.0,8.0,0.5,16.0,4.0,0.667,6.0,0.0,0.0,0.0,3.0,2.0,7.0,9.0,2.0,0.0,3.0,-6.0,14.4,2.0,0,0,38.25
26,Pau Gasol,3,2015-12-25,35.471,CHI,0,OKC,1,37.53,21.0,8.0,0.5,16.0,5.0,0.833,6.0,0.0,0.0,1.0,6.0,7.0,6.0,13.0,2.0,0.0,4.0,3.0,20.1,2.0,0,1,49.75
27,Pau Gasol,3,2015-12-26,35.474,CHI,0,DAL,1,38.08,18.0,7.0,0.7,10.0,4.0,1.0,4.0,0.0,0.0,0.0,3.0,4.0,5.0,9.0,3.0,1.0,0.0,-1.0,21.3,5.0,0,0,41.75
28,Pau Gasol,3,2015-12-28,35.479,CHI,1,TOR,1,30.03,22.0,8.0,0.571,14.0,6.0,0.75,8.0,0.0,0.0,0.0,3.0,2.0,5.0,7.0,3.0,1.0,2.0,-4.0,19.9,2.0,0,0,42.25
29,Pau Gasol,3,2015-12-30,35.485,CHI,1,IND,1,37.43,13.0,4.0,0.286,14.0,5.0,0.833,6.0,0.0,0.0,1.0,1.0,2.0,9.0,11.0,3.0,0.0,4.0,-1.0,6.5,2.0,0,1,33.75
30,Pau Gasol,3,2016-01-01,35.49,CHI,1,NYK,1,28.87,17.0,5.0,0.294,17.0,7.0,1.0,7.0,0.0,0.0,0.0,4.0,2.0,6.0,8.0,2.0,0.0,1.0,5.0,13.5,0.0,0,0,36.5
31,Pau Gasol,3,2016-01-03,35.496,CHI,0,TOR,1,33.52,19.0,7.0,0.438,16.0,5.0,0.833,6.0,0.0,0.0,0.0,6.0,1.0,12.0,13.0,4.0,0.0,2.0,13.0,19.5,0.0,0,1,52.75
32,Pau Gasol,3,2016-01-05,35.501,CHI,1,MIL,1,35.2,26.0,10.0,0.714,14.0,4.0,1.0,4.0,2.0,1.0,2.0,5.0,1.0,10.0,11.0,3.0,1.0,4.0,11.0,25.3,3.0,0,1,55.75
33,Pau Gasol,3,2016-01-07,35.507,CHI,1,BOS,1,34.7,17.0,8.0,0.421,19.0,1.0,0.5,2.0,0.0,0.0,1.0,4.0,5.0,13.0,18.0,1.0,0.0,3.0,14.0,14.4,0.0,0,1,47.5
34,Pau Gasol,3,2016-01-09,35.512,CHI,0,ATL,1,32.43,10.0,4.0,0.4,10.0,2.0,0.667,3.0,0.0,0.0,0.0,5.0,1.0,6.0,7.0,1.0,0.0,4.0,-5.0,6.9,0.0,0,0,26.25
35,Pau Gasol,3,2016-01-11,35.518,CHI,1,WAS,1,28.5,15.0,6.0,0.545,11.0,3.0,0.75,4.0,0.0,0.0,0.0,1.0,1.0,9.0,10.0,1.0,0.0,2.0,-10.0,12.1,0.0,0,1,31.5
36,Pau Gasol,3,2016-01-12,35.521,CHI,0,MIL,1,35.73,10.0,4.0,0.333,12.0,1.0,0.5,2.0,1.0,1.0,1.0,5.0,5.0,9.0,14.0,4.0,1.0,2.0,3.0,13.1,3.0,0,1,46.0
37,Pau Gasol,3,2016-01-14,35.526,CHI,1,PHI,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
38,Pau Gasol,3,2016-01-15,35.529,CHI,1,DAL,1,35.8,17.0,7.0,0.5,14.0,3.0,0.75,4.0,0.0,0.0,0.0,4.0,2.0,6.0,8.0,2.0,1.0,3.0,2.0,13.8,3.0,0,0,37.5
39,Pau Gasol,3,2016-01-18,35.537,CHI,0,DET,1,35.85,31.0,13.0,0.722,18.0,4.0,0.8,5.0,1.0,0.333,3.0,3.0,2.0,10.0,12.0,3.0,1.0,0.0,-1.0,31.6,3.0,0,1,60.5
40,Pau Gasol,3,2016-01-20,35.542,CHI,1,GSW,1,23.58,1.0,0.0,0.0,8.0,1.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.0,0.0,2.0,-13.0,-4.7,2.0,0,0,12.0
41,Pau Gasol,3,2016-01-22,35.548,CHI,0,BOS,1,31.5,18.0,7.0,0.538,13.0,4.0,1.0,4.0,0.0,0.0,0.0,3.0,3.0,8.0,11.0,0.0,0.0,5.0,-26.0,12.1,3.0,0,1,35.25
42,Pau Gasol,3,2016-01-23,35.551,CHI,0,CLE,1,33.05,25.0,11.0,0.688,16.0,2.0,1.0,2.0,1.0,0.5,2.0,6.0,2.0,8.0,10.0,1.0,1.0,2.0,21.0,25.1,2.0,0,1,51.5
43,Pau Gasol,3,2016-01-25,35.556,CHI,1,MIA,1,37.13,19.0,9.0,0.5,18.0,1.0,0.5,2.0,0.0,0.0,0.0,2.0,4.0,13.0,17.0,2.0,0.0,2.0,8.0,16.7,1.0,0,1,47.75
44,Pau Gasol,3,2016-01-28,35.564,CHI,0,LAL,1,30.55,21.0,9.0,0.529,17.0,3.0,1.0,3.0,0.0,0.0,0.0,7.0,1.0,11.0,12.0,1.0,1.0,3.0,26.0,19.1,3.0,0,1,50.5
45,Pau Gasol,3,2016-01-31,35.573,CHI,0,LAC,1,29.17,15.0,7.0,0.7,10.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,11.0,14.0,0.0,0.0,4.0,-6.0,15.3,1.0,0,1,39.5
46,Pau Gasol,3,2016-02-01,35.575,CHI,0,UTA,1,39.7,19.0,8.0,0.615,13.0,3.0,0.75,4.0,0.0,0.0,0.0,3.0,0.0,8.0,8.0,1.0,1.0,2.0,10.0,14.5,6.0,0,0,36.5
47,Pau Gasol,3,2016-02-03,35.581,CHI,0,SAC,1,36.43,16.0,6.0,0.375,16.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,11.0,13.0,0.0,2.0,6.0,8.0,9.5,3.0,0,1,41.75
48,Pau Gasol,3,2016-02-05,35.586,CHI,1,DEN,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
49,Pau Gasol,3,2016-02-06,35.589,CHI,0,MIN,1,33.78,25.0,8.0,0.5,16.0,7.0,1.0,7.0,2.0,0.5,4.0,3.0,1.0,7.0,8.0,2.0,1.0,1.0,-8.0,22.9,1.0,0,0,46.0
50,Tibor Pleiss,0,2015-10-28,25.986,UTA,1,DET,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
51,Tibor Pleiss,0,2015-10-30,25.992,UTA,0,PHI,0,2.18,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.0,1.2,2.0,0,0,3.25
52,Tibor Pleiss,0,2015-10-31,25.995,UTA,1,IND,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
53,Tibor Pleiss,0,2015-11-04,26.005,UTA,1,POR,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
54,Tibor Pleiss,0,2015-11-05,26.008,UTA,0,DEN,0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
55,Tibor Pleiss,0,2015-11-07,26.014,UTA,1,MEM,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
56,Tibor Pleiss,0,2015-11-10,26.022,UTA,1,CLE,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
57,Tibor Pleiss,0,2015-11-12,26.027,UTA,0,MIA,0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0,0,0.0
58,Tibor Pleiss,0,2015-11-13,26.03,UTA,0,ORL,0,9.5,2.0,1.0,0.333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-6.0,-0.8,2.0,0,0,3.5
59,Tibor Pleiss,0,2015-11-15,26.036,UTA,1,ATL,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
60,Tibor Pleiss,0,2015-11-18,26.044,UTA,1,TOR,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
61,Tibor Pleiss,0,2015-11-20,26.049,UTA,1,DAL,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
62,Tibor Pleiss,0,2015-11-23,26.058,UTA,1,OKC,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
63,Tibor Pleiss,0,2015-11-25,26.063,UTA,1,LAC,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
64,Tibor Pleiss,0,2015-11-28,26.071,UTA,1,NOP,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
65,Tibor Pleiss,0,2015-11-30,26.077,UTA,1,GSW,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
66,Tibor Pleiss,0,2015-12-03,26.085,UTA,1,ORL,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
67,Tibor Pleiss,0,2015-12-05,26.09,UTA,1,IND,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
68,Tibor Pleiss,0,2015-12-08,26.099,UTA,1,SAC,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
69,Tibor Pleiss,0,2015-12-09,26.101,UTA,1,NYK,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
70,Tibor Pleiss,0,2015-12-11,26.107,UTA,1,OKC,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
71,Tibor Pleiss,0,2015-12-13,26.112,UTA,1,OKC,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
72,Tibor Pleiss,0,2015-12-14,26.115,UTA,1,SAS,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
73,Tibor Pleiss,0,2015-12-16,26.121,UTA,1,NOP,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
74,Tibor Pleiss,0,2015-12-18,26.126,UTA,1,DEN,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
75,Tibor Pleiss,0,2015-12-21,26.134,UTA,1,PHO,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
76,Tibor Pleiss,0,2015-12-23,26.14,UTA,1,GSW,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
77,Tibor Pleiss,0,2015-12-26,26.148,UTA,1,LAC,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
78,Tibor Pleiss,0,2015-12-28,26.153,UTA,1,PHI,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
79,Tibor Pleiss,0,2015-12-30,26.159,UTA,1,MIN,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
80,Tibor Pleiss,0,2015-12-31,26.162,UTA,1,POR,0,2.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,-2.1,1.0,0,0,-0.5
81,Tibor Pleiss,0,2016-01-02,26.167,UTA,1,MEM,0,17.13,6.0,3.0,0.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,6.0,0.0,0.0,2.0,11.0,3.3,5.0,0,0,14.0
82,Tibor Pleiss,0,2016-01-04,26.173,UTA,1,HOU,0,12.6,2.0,1.0,0.25,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,5.0,0.0,0.0,1.0,-2.0,0.5,2.0,0,0,7.75
83,Tibor Pleiss,0,2016-01-06,26.178,UTA,0,SAS,0,24.08,8.0,3.0,0.429,7.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,-6.0,5.8,4.0,0,0,14.0
84,Tibor Pleiss,0,2016-01-07,26.181,UTA,1,HOU,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
85,Tibor Pleiss,0,2016-01-09,26.186,UTA,1,MIA,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
86,Tibor Pleiss,0,2016-01-10,26.189,UTA,1,LAL,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
87,Tibor Pleiss,0,2016-01-13,26.197,UTA,1,POR,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
88,Tibor Pleiss,0,2016-01-14,26.2,UTA,1,SAC,0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
89,Tibor Pleiss,0,2016-01-16,26.205,UTA,1,LAL,0,5.87,2.0,1.0,0.333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,-3.0,-2.1,1.0,0,0,3.75
90,Tibor Pleiss,0,2016-01-18,26.211,UTA,1,CHO,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
91,Tibor Pleiss,0,2016-01-20,26.216,UTA,1,NYK,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
92,Tibor Pleiss,0,2016-01-22,26.222,UTA,0,BRK,0,2.98,2.0,1.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.2,2.0,0,0,2.0
93,Tibor Pleiss,0,2016-01-25,26.23,UTA,1,DET,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
94,Tibor Pleiss,0,2016-01-27,26.236,UTA,1,CHO,0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0
95,Tibor Pleiss,0,2016-01-29,26.241,UTA,1,MIN,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
96,Tibor Pleiss,0,2016-02-01,26.249,UTA,1,CHI,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
97,Tibor Pleiss,0,2016-02-03,26.255,UTA,1,DEN,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
98,Tibor Pleiss,0,2016-02-05,26.26,UTA,1,MIL,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
99,Tibor Pleiss,0,2016-02-06,26.263,UTA,1,PHO,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
100,George Hill,0,2016-01-22,29.721,IND,1,GSW,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
101,George Hill,0,2015-10-28,29.485,IND,0,TOR,1,37.68,19.0,6.0,0.6,10.0,2.0,0.667,3.0,5.0,0.714,7.0,2.0,0.0,3.0,3.0,1.0,2.0,2.0,-1.0,15.0,5.0,0,0,33.25
102,George Hill,0,2015-10-29,29.488,IND,1,MEM,1,38.77,20.0,6.0,0.4,15.0,5.0,0.833,6.0,3.0,0.375,8.0,4.0,0.0,3.0,3.0,0.0,1.0,5.0,-3.0,10.4,2.0,0,0,30.75
103,George Hill,0,2015-10-31,29.493,IND,1,UTA,1,37.37,17.0,5.0,0.556,9.0,4.0,0.8,5.0,3.0,0.6,5.0,1.0,2.0,4.0,6.0,0.0,2.0,7.0,-16.0,9.4,3.0,0,0,28.0
104,George Hill,0,2015-11-03,29.501,IND,0,DET,1,36.32,12.0,5.0,0.417,12.0,0.0,0.0,0.0,2.0,0.333,6.0,6.0,1.0,5.0,6.0,1.0,4.0,0.0,7.0,16.3,1.0,0,0,39.5
105,George Hill,0,2015-11-04,29.504,IND,1,BOS,1,34.05,10.0,2.0,0.2,10.0,5.0,0.625,8.0,1.0,0.25,4.0,4.0,0.0,2.0,2.0,0.0,3.0,3.0,-4.0,5.2,2.0,0,0,23.5
106,George Hill,0,2015-11-06,29.51,IND,1,MIA,1,39.97,12.0,3.0,0.5,6.0,3.0,0.6,5.0,3.0,0.75,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.8,3.0,0,0,19.5
